NAME,VARLABEL,ITEM SPECIFIC INFORMATION,TYPE,FORMAT,VARNUM,MINMAX,VAL,LABEL,COUNT,PERCENT
,,,,,,,66,66%,11680,1%
,,,,,,,67,67%,12771,1%
,,,,,,,68,68%,13128,1%
,,,,,,,69,69%,13899,1%
,,,,,,,70,70%,28409,3%
,,,,,,,71,71%,11256,1%
,,,,,,,72,72%,13579,1%
,,,,,,,73,73%,14374,1%
,,,,,,,74,74%,15919,2%
,,,,,,,75,75%,69978,7%
,,,,,,,76,76%,9149,1%
,,,,,,,77,77%,12192,1%
,,,,,,,78,78%,14566,1%
,,,,,,,79,79%,15789,2%
,,,,,,,80,80%,227339,22%
,,,,,,,81,81%,1104,0%
,,,,,,,82,82%,2832,0%
,,,,,,,83,83%,4142,0%
,,,,,,,84,84%,4985,0%
,,,,,,,85,85%,21360,2%
,,,,,,,86,86%,3135,0%
,,,,,,,87,87%,4678,0%
,,,,,,,88,88%,5639,1%
,,,,,,,89,89%,5815,1%
,,,,,,,90,90%,63002,6%
,,,,,,,91,91%,2744,0%
,,,,,,,92,92%,5814,1%
,,,,,,,93,93%,5945,1%
,,,,,,,94,94%,5998,1%
,,,,,,,95,95%,118706,11%
,,,,,,,96,96%,937,0%
,,,,,,,97,97%,46151,4%
ocltv,Original Combined Loan to Value Ratio (CLTV),"The ratio, expressed as a percentage, obtained by dividing the amount of all known outstanding loans at origination by the value of the property.",NUM,9(3),6,2 - 113,,,,
,,,,,,,2,2%,1,0%
,,,,,,,3,3%,1,0%
,,,,,,,4,4%,7,0%
,,,,,,,5,5%,13,0%
,,,,,,,6,6%,35,0%
,,,,,,,7,7%,57,0%
,,,,,,,8,8%,78,0%
,,,,,,,9,9%,111,0%
,,,,,,,10,10%,172,0%
,,,,,,,11,11%,227,0%
,,,,,,,12,12%,297,0%
,,,,,,,13,13%,339,0%
,,,,,,,14,14%,446,0%
,,,,,,,15,15%,561,0%
,,,,,,,16,16%,610,0%
,,,,,,,17,17%,685,0%
,,,,,,,18,18%,797,0%
,,,,,,,19,19%,915,0%
,,,,,,,20,20%,1158,0%
,,,,,,,21,21%,1054,0%
,,,,,,,22,22%,1273,0%
,,,,,,,23,23%,1375,0%
,,,,,,,24,24%,1555,0%
,,,,,,,25,25%,1712,0%
,,,,,,,26,26%,1640,0%
,,,,,,,27,27%,1840,0%
,,,,,,,28,28%,2083,0%
,,,,,,,29,29%,2227,0%
,,,,,,,30,30%,2435,0%
,,,,,,,31,31%,2396,0%
,,,,,,,32,32%,2702,0%
,,,,,,,33,33%,2796,0%
,,,,,,,34,34%,3178,0%
,,,,,,,35,35%,3223,0%
,,,,,,,36,36%,3425,0%
,,,,,,,37,37%,3409,0%
,,,,,,,38,38%,3740,0%
,,,,,,,39,39%,3714,0%
,,,,,,,40,40%,4436,0%
,,,,,,,41,41%,3867,0%
,,,,,,,42,42%,4444,0%
,,,,,,,43,43%,4664,0%
,,,,,,,44,44%,5059,0%
,,,,,,,45,45%,5155,0%
,,,,,,,46,46%,5319,1%
,,,,,,,47,47%,5595,1%
,,,,,,,48,48%,6090,1%
,,,,,,,49,49%,6020,1%
,,,,,,,50,50%,9374,1%
,,,,,,,51,51%,6256,1%
,,,,,,,52,52%,7289,1%
,,,,,,,53,53%,7422,1%
,,,,,,,54,54%,7740,1%
,,,,,,,55,55%,8482,1%
,,,,,,,56,56%,8671,1%
,,,,,,,57,57%,8603,1%
,,,,,,,58,58%,9376,1%
,,,,,,,59,59%,9670,1%
,,,,,,,60,60%,17462,2%
,,,,,,,61,61%,7024,1%
,,,,,,,62,62%,9241,1%
,,,,,,,63,63%,10346,1%
,,,,,,,64,64%,10764,1%
,,,,,,,65,65%,12957,1%
,,,,,,,66,66%,11379,1%
,,,,,,,67,67%,12495,1%
,,,,,,,68,68%,12757,1%
,,,,,,,69,69%,13537,1%
,,,,,,,70,70%,27822,3%
,,,,,,,71,71%,10990,1%
,,,,,,,72,72%,13321,1%
,,,,,,,73,73%,14109,1%
,,,,,,,74,74%,15501,1%
,,,,,,,75,75%,68497,7%
,,,,,,,76,76%,9211,1%
,,,,,,,77,77%,12277,1%
,,,,,,,78,78%,14422,1%
,,,,,,,79,79%,15778,2%
,,,,,,,80,80%,223958,21%
,,,,,,,81,81%,1327,0%
,,,,,,,82,82%,3113,0%
,,,,,,,83,83%,4456,0%
,,,,,,,84,84%,5303,1%
,,,,,,,85,85%,22158,2%
,,,,,,,86,86%,3535,0%
,,,,,,,87,87%,5070,0%
,,,,,,,88,88%,6041,1%
,,,,,,,89,89%,6312,1%
,,,,,,,90,90%,67922,6%
,,,,,,,91,91%,2573,0%
,,,,,,,92,92%,5350,1%
,,,,,,,93,93%,5214,0%
,,,,,,,94,94%,5125,0%
,,,,,,,95,95%,117241,11%
,,,,,,,96,96%,782,0%
,,,,,,,97,97%,41233,4%
,,,,,,,98,98%,485,0%
,,,,,,,99,99%,694,0%
,,,,,,,100,100%,4059,0%
,,,,,,,101,101%,2449,0%
,,,,,,,102,102%,2113,0%
,,,,,,,103,103%,1923,0%
,,,,,,,104,104%,1937,0%
,,,,,,,105,105%,2490,0%
,,,,,,,107,107%,1,0%
,,,,,,,112,112%,1,0%
,,,,,,,113,113%,1,0%
num_bo,Number of Borrowers,The number of individuals obligated to repay the mortgage loan.,NUM,9(2),7,1 - 5,,,,
,,,,,,,1,1 borrower(s),547478,52%
,,,,,,,2,2 borrower(s),492085,47%
,,,,,,,3,3 borrower(s),7675,1%
,,,,,,,4,4 borrower(s),1332,0%
,,,,,,,5,5 borrower(s),5,0%
dti,Debt-To-Income (DTI),The ratio obtained by dividing the total monthly debt expense by the total monthly income of the borrower at the time the loan was originated.,NUM,9(2),8,1 - 63,,,,
,,,,,,,1,1%,74,0%
,,,,,,,2,2%,95,0%
,,,,,,,3,3%,119,0%
,,,,,,,4,4%,188,0%
,,,,,,,5,5%,258,0%
,,,,,,,6,6%,386,0%
,,,,,,,7,7%,636,0%
,,,,,,,8,8%,889,0%
,,,,,,,9,9%,1337,0%
,,,,,,,10,10%,1893,0%
,,,,,,,11,11%,2622,0%
,,,,,,,12,12%,3441,0%
,,,,,,,13,13%,4555,0%
,,,,,,,14,14%,5872,1%
,,,,,,,15,15%,7062,1%
,,,,,,,16,16%,8520,1%
,,,,,,,17,17%,10526,1%
,,,,,,,18,18%,11864,1%
,,,,,,,19,19%,14019,1%
,,,,,,,20,20%,15720,1%
,,,,,,,21,21%,17974,2%
,,,,,,,22,22%,19536,2%
,,,,,,,23,23%,21406,2%
,,,,,,,24,24%,23546,2%
,,,,,,,25,25%,25325,2%
,,,,,,,26,26%,26756,3%
,,,,,,,27,27%,28301,3%
,,,,,,,28,28%,29707,3%
,,,,,,,29,29%,31414,3%
,,,,,,,30,30%,32275,3%
,,,,,,,31,31%,33816,3%
,,,,,,,32,32%,35085,3%
,,,,,,,33,33%,36411,3%
,,,,,,,34,34%,36953,4%
,,,,,,,35,35%,38354,4%
,,,,,,,36,36%,39006,4%
,,,,,,,37,37%,40781,4%
,,,,,,,38,38%,41361,4%
,,,,,,,39,39%,43685,4%
,,,,,,,40,40%,44746,4%
,,,,,,,41,41%,46605,4%
,,,,,,,42,42%,48900,5%
,,,,,,,43,43%,51779,5%
,,,,,,,44,44%,58899,6%
,,,,,,,45,45%,49325,5%
,,,,,,,46,46%,12353,1%
,,,,,,,47,47%,12065,1%
,,,,,,,48,48%,11524,1%
,,,,,,,49,49%,12146,1%
,,,,,,,50,50%,8288,1%
,,,,,,,51,51%,1,0%
,,,,,,,54,54%,1,0%
,,,,,,,58,58%,1,0%
,,,,,,,59,59%,1,0%
,,,,,,,60,60%,6,0%
,,,,,,,61,61%,5,0%
,,,,,,,62,62%,5,0%
,,,,,,,63,63%,1,0%
,,,,,,,NA,Missing,156,0%
fthb_flg,First Time Home Buyer Indicator,An indicator that denotes if the borrower or co-borrower qualifies as a first-time homebuyer.,CHAR,X(1),9,,,,,
,,,,,,,N,No,808424,77%
,,,,,,,Y,Yes,240151,23%
,,,,,,,Null,Unknown,0,-
purpose,Loan Purpose ,An indicator that denotes whether the mortgage loan is either a refinance mortgage or a purchase money mortgage. Purpose may be the purchase of a new property or refinance of an existing lien (with cash out or with no cash out).,CHAR,X(1),10,,,,,
,,,,,,,C,Cash-Out Refinance,250322,24%
,,,,,,,P,Purchase,574377,55%
,,,,,,,R,Refinance,223876,21%
,,,,,,,U,Refinance-Not Specified ,0,-
prop_typ,Property Type,"An indicator that denotes whether the property type secured by the mortgage loan is a condominium, co-operative, planned urban development (PUD), manufactured home, or single-family home.",CHAR,X(2),11,,,,,
,,,,,,,CO,Condominium,102429,10%
,,,,,,,CP,Co-operative,5523,1%
,,,,,,,MH,Manufactured home,8335,1%
,,,,,,,PU,Planned Urban Development,289867,28%
,,,,,,,SF,Single-family home,642421,61%
num_unit,Number of Units,"The number of units comprising the related mortgaged property (one, two, three, or four).",NUM,9(1),12,1 - 4,,,,
,,,,,,,1,One,1025424,98%
,,,,,,,2,Two,16140,2%
,,,,,,,3,Three ,3570,0%
,,,,,,,4,Four,3441,0%
occ_stat,Occupancy Status,The classification describing the property occupancy status at the time the loan was originated.,CHAR,X(1),13,,,,,
,,,,,,,I,Investor,89015,8%
,,,,,,,P,Principal,911525,87%
,,,,,,,S,Second,48035,5%
,,,,,,,U,Unknown,0,0%
state,Property State,A two-letter abbreviation indicating the state or territory within which the property securing the mortgage loan is located.,CHAR,X(2),14,,,,,
,,,,,,,AK,Alaska,1604,0%
,,,,,,,AL,Alabama,11908,1%
,,,,,,,AR,Arkansas,6781,1%
,,,,,,,AZ,Arizona,39281,4%
,,,,,,,CA,California,144584,14%
,,,,,,,CO,Colorado,36840,4%
,,,,,,,CT,Connecticut,8871,1%
,,,,,,,DC,District of Columbia,2732,0%
,,,,,,,DE,Delaware,3901,0%
,,,,,,,FL,Florida,75193,7%
,,,,,,,GA,Georgia,32466,3%
,,,,,,,GU,Guam,39,0%
,,,,,,,HI,Hawaii,3550,0%
,,,,,,,IA,Iowa,10739,1%
,,,,,,,ID,Idaho,8359,1%
,,,,,,,IL,Illinois,37455,4%
,,,,,,,IN,Indiana,17045,2%
,,,,,,,KS,Kansas,6661,1%
,,,,,,,KY,Kentucky,9029,1%
,,,,,,,LA,Louisiana,10570,1%
,,,,,,,MA,Massachusetts,20605,2%
,,,,,,,MD,Maryland,20127,2%
,,,,,,,ME,Maine,2655,0%
,,,,,,,MI,Michigan,33058,3%
,,,,,,,MN,Minnesota,24924,2%
,,,,,,,MO,Missouri,19470,2%
,,,,,,,MS,Mississippi,4826,0%
,,,,,,,MT,Montana,4054,0%
,,,,,,,NC,North Carolina,34029,3%
,,,,,,,ND,North Dakota,2013,0%
,,,,,,,NE,Nebraska,7804,1%
,,,,,,,NH,New Hampshire,4601,0%
,,,,,,,NJ,New Jersey,24376,2%
,,,,,,,NM,New Mexico,5563,1%
,,,,,,,NV,Nevada,14972,1%
,,,,,,,NY,New York,32938,3%
,,,,,,,OH,Ohio,26267,3%
,,,,,,,OK,Oklahoma,9092,1%
,,,,,,,OR,Oregon,20733,2%
,,,,,,,PA,Pennsylvania,29763,3%
,,,,,,,PR,Puerto Rico,1712,0%
,,,,,,,RI,Rhode Island,3150,0%
,,,,,,,SC,South Carolina,17403,2%
,,,,,,,SD,South Dakota,3168,0%
,,,,,,,TN,Tennessee,19900,2%
,,,,,,,TX,Texas,86003,8%
,,,,,,,UT,Utah,16383,2%
,,,,,,,VA,Virginia,27140,3%
,,,,,,,VI,Virgin Islands,88,0%
,,,,,,,VT,Vermont,1330,0%
,,,,,,,WA,Washington,36453,3%
,,,,,,,WI,Wisconsin,21731,2%
,,,,,,,WV,West Virginia,2479,0%
,,,,,,,WY,Wyoming,2157,0%
mi_pct,Mortgage Insurance Percentage,"The original percentage of mortgage insurance coverage obtained for an insured conventional mortgage loan and used following the occurrence of an event of default to calculate the insurance benefit, as defined by the underlying master primary insurance policy.",NUM,9(3).99,15,6 - 40,,,,
,,,,,,,6,6%,6246,1%
,,,,,,,8,8%,2,0%
,,,,,,,12,12%,39449,4%
,,,,,,,13,13%,1,0%
,,,,,,,16,16%,10551,1%
,,,,,,,17,17%,3,0%
,,,,,,,18,18%,9374,1%
,,,,,,,19,19%,6,0%
,,,,,,,20,20%,27,0%
,,,,,,,21,21%,1,0%
,,,,,,,22,22%,1,0%
,,,,,,,23,23%,3,0%
,,,,,,,25,25%,106679,10%
,,,,,,,26,26%,2,0%
,,,,,,,27,27%,1,0%
,,,,,,,28,28%,4,0%
,,,,,,,29,29%,1,0%
,,,,,,,30,30%,113587,11%
,,,,,,,32,32%,2,0%
,,,,,,,34,34%,1,0%
,,,,,,,35,35%,15829,2%
,,,,,,,36,36%,1,0%
,,,,,,,37,37%,1,0%
,,,,,,,40,40%,4,0%
,,,,,,,NA,Missing,746799,71%
aqsn_dte,Acquisition date,Loan acquisition date from other banks,DATE,MMYYYY,16,,,,,
,,,,,,,/Use-12-01,"Loan acquired on or after December 1, 2009.",1048575,100%
orig_dte,Origination Date,The date of each individual note.,DATE,MMYYYY,17,,,,,
,,,,,,,2015,Origination date is within 2015,243,0%
,,,,,,,2016,Origination date is within 2016,233392,22%
,,,,,,,2017,Origination date is within 2017,814940,78%
frst_dte,First Payment Date,The date of the first scheduled mortgage loan payment to be made by the borrower under the terms of the mortgage loan documents.,DATE,MMYYYY,18,,,,,
,,,,,,,2015,First payment date is within 2015,176,0%
,,,,,,,2016,First payment date is within 2016,17974,2%
,,,,,,,2017,First payment date is within 2017,1030425,98%
last_rt,Last Loan Rate,"For an adjustable-rate mortgage loan, the maximum percentage points that the interest rate can adjust upward over the life of the loan relative to the initial interest rate.",NUM,9(2).9999,19,1.79 - 6.125,,,,
,,,,,,,1.79,1.79 % points,2,0%
,,,,,,,1.99,1.99 % points,1,0%
,,,,,,,2.04,2.04 % points,3,0%
,,,,,,,2.125,2.125 % points,5,0%
,,,,,,,2.14,2.14 % points,7,0%
,,,,,,,2.25,2.25 % points,88,0%
,,,,,,,2.29,2.29 % points,1,0%
,,,,,,,2.34,2.34 % points,2,0%
,,,,,,,2.375,2.375 % points,85,0%
,,,,,,,2.42,2.42 % points,1,0%
,,,,,,,2.44,2.44 % points,1,0%
,,,,,,,2.45,2.45 % points,1,0%
,,,,,,,2.49,2.49 % points,7,0%
,,,,,,,2.5,2.5 % points,689,0%
,,,,,,,2.54,2.54 % points,96,0%
,,,,,,,2.55,2.55 % points,2,0%
,,,,,,,2.588,2.588 % points,1,0%
,,,,,,,2.6,2.6 % points,8,0%
,,,,,,,2.625,2.625 % points,1133,0%
,,,,,,,2.64,2.64 % points,1,0%
,,,,,,,2.65,2.65 % points,9,0%
,,,,,,,2.654,2.654 % points,1,0%
,,,,,,,2.661,2.661 % points,1,0%
,,,,,,,2.665,2.665 % points,1,0%
,,,,,,,2.681,2.681 % points,1,0%
,,,,,,,2.684,2.684 % points,1,0%
,,,,,,,2.699,2.699 % points,1,0%
,,,,,,,2.7,2.7 % points,19,0%
,,,,,,,2.704,2.704 % points,1,0%
,,,,,,,2.705,2.705 % points,1,0%
,,,,,,,2.71,2.71 % points,2,0%
,,,,,,,2.711,2.711 % points,1,0%
,,,,,,,2.713,2.713 % points,1,0%
,,,,,,,2.719,2.719 % points,4,0%
,,,,,,,2.725,2.725 % points,1,0%
,,,,,,,2.729,2.729 % points,1,0%
,,,,,,,2.73,2.73 % points,1,0%
,,,,,,,2.733,2.733 % points,1,0%
,,,,,,,2.734,2.734 % points,1,0%
,,,,,,,2.74,2.74 % points,6,0%
,,,,,,,2.749,2.749 % points,2,0%
,,,,,,,2.75,2.75 % points,6995,1%
,,,,,,,2.751,2.751 % points,1,0%
,,,,,,,2.754,2.754 % points,1,0%
,,,,,,,2.766,2.766 % points,1,0%
,,,,,,,2.77,2.77 % points,1,0%
,,,,,,,2.775,2.775 % points,15,0%
,,,,,,,2.78,2.78 % points,3,0%
,,,,,,,2.781,2.781 % points,5,0%
,,,,,,,2.79,2.79 % points,2,0%
,,,,,,,2.8,2.8 % points,64,0%
,,,,,,,2.802,2.802 % points,1,0%
,,,,,,,2.807,2.807 % points,1,0%
,,,,,,,2.827,2.827 % points,1,0%
,,,,,,,2.829,2.829 % points,1,0%
,,,,,,,2.83,2.83 % points,5,0%
,,,,,,,2.833,2.833 % points,1,0%
,,,,,,,2.837,2.837 % points,1,0%
,,,,,,,2.838,2.838 % points,1,0%
,,,,,,,2.839,2.839 % points,1,0%
,,,,,,,2.84,2.84 % points,6,0%
,,,,,,,2.844,2.844 % points,3,0%
,,,,,,,2.847,2.847 % points,1,0%
,,,,,,,2.85,2.85 % points,7,0%
,,,,,,,2.853,2.853 % points,1,0%
,,,,,,,2.855,2.855 % points,1,0%
,,,,,,,2.861,2.861 % points,1,0%
,,,,,,,2.863,2.863 % points,1,0%
,,,,,,,2.865,2.865 % points,16,0%
,,,,,,,2.867,2.867 % points,1,0%
,,,,,,,2.87,2.87 % points,1,0%
,,,,,,,2.871,2.871 % points,2,0%
,,,,,,,2.872,2.872 % points,1,0%
,,,,,,,2.874,2.874 % points,1,0%
,,,,,,,2.875,2.875 % points,8954,1%
,,,,,,,2.878,2.878 % points,1,0%
,,,,,,,2.88,2.88 % points,1,0%
,,,,,,,2.887,2.887 % points,2,0%
,,,,,,,2.89,2.89 % points,110,0%
,,,,,,,2.893,2.893 % points,1,0%
,,,,,,,2.9,2.9 % points,50,0%
,,,,,,,2.901,2.901 % points,1,0%
,,,,,,,2.906,2.906 % points,6,0%
,,,,,,,2.91,2.91 % points,2,0%
,,,,,,,2.913,2.913 % points,1,0%
,,,,,,,2.917,2.917 % points,2,0%
,,,,,,,2.918,2.918 % points,1,0%
,,,,,,,2.92,2.92 % points,1,0%
,,,,,,,2.924,2.924 % points,1,0%
,,,,,,,2.925,2.925 % points,3,0%
,,,,,,,2.93,2.93 % points,6,0%
,,,,,,,2.931,2.931 % points,1,0%
,,,,,,,2.934,2.934 % points,1,0%
,,,,,,,2.939,2.939 % points,2,0%
,,,,,,,2.94,2.94 % points,3,0%
,,,,,,,2.943,2.943 % points,1,0%
,,,,,,,2.944,2.944 % points,1,0%
,,,,,,,2.945,2.945 % points,1,0%
,,,,,,,2.946,2.946 % points,1,0%
,,,,,,,2.947,2.947 % points,1,0%
,,,,,,,2.95,2.95 % points,84,0%
,,,,,,,2.954,2.954 % points,1,0%
,,,,,,,2.958,2.958 % points,4,0%
,,,,,,,2.96,2.96 % points,1,0%
,,,,,,,2.961,2.961 % points,1,0%
,,,,,,,2.963,2.963 % points,1,0%
,,,,,,,2.967,2.967 % points,1,0%
,,,,,,,2.969,2.969 % points,9,0%
,,,,,,,2.97,2.97 % points,1,0%
,,,,,,,2.972,2.972 % points,1,0%
,,,,,,,2.975,2.975 % points,5,0%
,,,,,,,2.98,2.98 % points,8,0%
,,,,,,,2.981,2.981 % points,1,0%
,,,,,,,2.982,2.982 % points,1,0%
,,,,,,,2.983,2.983 % points,1,0%
,,,,,,,2.985,2.985 % points,2,0%
,,,,,,,2.988,2.988 % points,1,0%
,,,,,,,2.99,2.99 % points,1735,0%
,,,,,,,2.997,2.997 % points,2,0%
,,,,,,,2.998,2.998 % points,1,0%
,,,,,,,2.999,2.999 % points,20,0%
,,,,,,,3,3 % points,8616,1%
,,,,,,,3.011,3.011 % points,1,0%
,,,,,,,3.012,3.012 % points,1,0%
,,,,,,,3.014,3.014 % points,2,0%
,,,,,,,3.017,3.017 % points,1,0%
,,,,,,,3.02,3.02 % points,1,0%
,,,,,,,3.025,3.025 % points,1,0%
,,,,,,,3.03,3.03 % points,6,0%
,,,,,,,3.031,3.031 % points,4,0%
,,,,,,,3.036,3.036 % points,1,0%
,,,,,,,3.037,3.037 % points,1,0%
,,,,,,,3.038,3.038 % points,1,0%
,,,,,,,3.039,3.039 % points,1,0%
,,,,,,,3.04,3.04 % points,3,0%
,,,,,,,3.044,3.044 % points,1,0%
,,,,,,,3.045,3.045 % points,1,0%
,,,,,,,3.05,3.05 % points,8,0%
,,,,,,,3.052,3.052 % points,1,0%
,,,,,,,3.055,3.055 % points,1,0%
,,,,,,,3.056,3.056 % points,2,0%
,,,,,,,3.059,3.059 % points,1,0%
,,,,,,,3.06,3.06 % points,3,0%
,,,,,,,3.067,3.067 % points,1,0%
,,,,,,,3.075,3.075 % points,4,0%
,,,,,,,3.08,3.08 % points,2,0%
,,,,,,,3.081,3.081 % points,1,0%
,,,,,,,3.086,3.086 % points,1,0%
,,,,,,,3.09,3.09 % points,22,0%
,,,,,,,3.091,3.091 % points,1,0%
,,,,,,,3.092,3.092 % points,2,0%
,,,,,,,3.093,3.093 % points,1,0%
,,,,,,,3.094,3.094 % points,5,0%
,,,,,,,3.095,3.095 % points,1,0%
,,,,,,,3.097,3.097 % points,1,0%
,,,,,,,3.1,3.1 % points,167,0%
,,,,,,,3.109,3.109 % points,1,0%
,,,,,,,3.112,3.112 % points,1,0%
,,,,,,,3.115,3.115 % points,10,0%
,,,,,,,3.124,3.124 % points,3,0%
,,,,,,,3.125,3.125 % points,7872,1%
,,,,,,,3.142,3.142 % points,1,0%
,,,,,,,3.143,3.143 % points,1,0%
,,,,,,,3.145,3.145 % points,2,0%
,,,,,,,3.147,3.147 % points,1,0%
,,,,,,,3.15,3.15 % points,33,0%
,,,,,,,3.156,3.156 % points,2,0%
,,,,,,,3.157,3.157 % points,1,0%
,,,,,,,3.164,3.164 % points,1,0%
,,,,,,,3.166,3.166 % points,1,0%
,,,,,,,3.168,3.168 % points,1,0%
,,,,,,,3.169,3.169 % points,1,0%
,,,,,,,3.17,3.17 % points,4,0%
,,,,,,,3.175,3.175 % points,5,0%
,,,,,,,3.18,3.18 % points,2,0%
,,,,,,,3.182,3.182 % points,2,0%
,,,,,,,3.183,3.183 % points,1,0%
,,,,,,,3.186,3.186 % points,1,0%
,,,,,,,3.188,3.188 % points,3,0%
,,,,,,,3.189,3.189 % points,1,0%
,,,,,,,3.19,3.19 % points,26,0%
,,,,,,,3.191,3.191 % points,2,0%
,,,,,,,3.195,3.195 % points,1,0%
,,,,,,,3.2,3.2 % points,153,0%
,,,,,,,3.202,3.202 % points,1,0%
,,,,,,,3.205,3.205 % points,1,0%
,,,,,,,3.208,3.208 % points,2,0%
,,,,,,,3.209,3.209 % points,1,0%
,,,,,,,3.21,3.21 % points,3,0%
,,,,,,,3.211,3.211 % points,1,0%
,,,,,,,3.212,3.212 % points,1,0%
,,,,,,,3.219,3.219 % points,2,0%
,,,,,,,3.221,3.221 % points,1,0%
,,,,,,,3.222,3.222 % points,2,0%
,,,,,,,3.225,3.225 % points,10,0%
,,,,,,,3.227,3.227 % points,1,0%
,,,,,,,3.23,3.23 % points,6,0%
,,,,,,,3.232,3.232 % points,1,0%
,,,,,,,3.233,3.233 % points,1,0%
,,,,,,,3.234,3.234 % points,1,0%
,,,,,,,3.235,3.235 % points,2,0%
,,,,,,,3.236,3.236 % points,1,0%
,,,,,,,3.239,3.239 % points,2,0%
,,,,,,,3.24,3.24 % points,25,0%
,,,,,,,3.243,3.243 % points,1,0%
,,,,,,,3.245,3.245 % points,2,0%
,,,,,,,3.246,3.246 % points,1,0%
,,,,,,,3.247,3.247 % points,1,0%
,,,,,,,3.248,3.248 % points,3,0%
,,,,,,,3.249,3.249 % points,55,0%
,,,,,,,3.25,3.25 % points,34267,3%
,,,,,,,3.251,3.251 % points,1,0%
,,,,,,,3.252,3.252 % points,1,0%
,,,,,,,3.253,3.253 % points,3,0%
,,,,,,,3.254,3.254 % points,2,0%
,,,,,,,3.257,3.257 % points,3,0%
,,,,,,,3.258,3.258 % points,1,0%
,,,,,,,3.259,3.259 % points,1,0%
,,,,,,,3.26,3.26 % points,2,0%
,,,,,,,3.261,3.261 % points,1,0%
,,,,,,,3.262,3.262 % points,1,0%
,,,,,,,3.264,3.264 % points,1,0%
,,,,,,,3.265,3.265 % points,1,0%
,,,,,,,3.267,3.267 % points,3,0%
,,,,,,,3.269,3.269 % points,1,0%
,,,,,,,3.27,3.27 % points,2,0%
,,,,,,,3.271,3.271 % points,5,0%
,,,,,,,3.272,3.272 % points,1,0%
,,,,,,,3.274,3.274 % points,1,0%
,,,,,,,3.275,3.275 % points,96,0%
,,,,,,,3.279,3.279 % points,1,0%
,,,,,,,3.28,3.28 % points,10,0%
,,,,,,,3.281,3.281 % points,4,0%
,,,,,,,3.282,3.282 % points,2,0%
,,,,,,,3.284,3.284 % points,2,0%
,,,,,,,3.285,3.285 % points,1,0%
,,,,,,,3.286,3.286 % points,2,0%
,,,,,,,3.287,3.287 % points,2,0%
,,,,,,,3.288,3.288 % points,1,0%
,,,,,,,3.29,3.29 % points,54,0%
,,,,,,,3.291,3.291 % points,3,0%
,,,,,,,3.292,3.292 % points,2,0%
,,,,,,,3.293,3.293 % points,2,0%
,,,,,,,3.294,3.294 % points,2,0%
,,,,,,,3.295,3.295 % points,3,0%
,,,,,,,3.296,3.296 % points,1,0%
,,,,,,,3.298,3.298 % points,1,0%
,,,,,,,3.299,3.299 % points,3,0%
,,,,,,,3.3,3.3 % points,233,0%
,,,,,,,3.301,3.301 % points,1,0%
,,,,,,,3.302,3.302 % points,3,0%
,,,,,,,3.305,3.305 % points,1,0%
,,,,,,,3.31,3.31 % points,5,0%
,,,,,,,3.312,3.312 % points,1,0%
,,,,,,,3.313,3.313 % points,10,0%
,,,,,,,3.315,3.315 % points,1,0%
,,,,,,,3.318,3.318 % points,1,0%
,,,,,,,3.32,3.32 % points,2,0%
,,,,,,,3.321,3.321 % points,1,0%
,,,,,,,3.323,3.323 % points,3,0%
,,,,,,,3.324,3.324 % points,1,0%
,,,,,,,3.325,3.325 % points,13,0%
,,,,,,,3.327,3.327 % points,2,0%
,,,,,,,3.328,3.328 % points,1,0%
,,,,,,,3.329,3.329 % points,1,0%
,,,,,,,3.33,3.33 % points,13,0%
,,,,,,,3.331,3.331 % points,1,0%
,,,,,,,3.334,3.334 % points,3,0%
,,,,,,,3.335,3.335 % points,1,0%
,,,,,,,3.336,3.336 % points,1,0%
,,,,,,,3.337,3.337 % points,1,0%
,,,,,,,3.338,3.338 % points,1,0%
,,,,,,,3.339,3.339 % points,1,0%
,,,,,,,3.34,3.34 % points,23,0%
,,,,,,,3.341,3.341 % points,1,0%
,,,,,,,3.342,3.342 % points,1,0%
,,,,,,,3.344,3.344 % points,10,0%
,,,,,,,3.345,3.345 % points,2,0%
,,,,,,,3.347,3.347 % points,1,0%
,,,,,,,3.348,3.348 % points,3,0%
,,,,,,,3.349,3.349 % points,2,0%
,,,,,,,3.35,3.35 % points,65,0%
,,,,,,,3.351,3.351 % points,5,0%
,,,,,,,3.352,3.352 % points,1,0%
,,,,,,,3.353,3.353 % points,1,0%
,,,,,,,3.354,3.354 % points,3,0%
,,,,,,,3.355,3.355 % points,3,0%
,,,,,,,3.356,3.356 % points,1,0%
,,,,,,,3.357,3.357 % points,2,0%
,,,,,,,3.358,3.358 % points,1,0%
,,,,,,,3.359,3.359 % points,1,0%
,,,,,,,3.36,3.36 % points,2,0%
,,,,,,,3.362,3.362 % points,4,0%
,,,,,,,3.363,3.363 % points,2,0%
,,,,,,,3.364,3.364 % points,1,0%
,,,,,,,3.365,3.365 % points,8,0%
,,,,,,,3.366,3.366 % points,1,0%
,,,,,,,3.367,3.367 % points,3,0%
,,,,,,,3.369,3.369 % points,2,0%
,,,,,,,3.371,3.371 % points,1,0%
,,,,,,,3.372,3.372 % points,1,0%
,,,,,,,3.373,3.373 % points,2,0%
,,,,,,,3.374,3.374 % points,29,0%
,,,,,,,3.375,3.375 % points,37006,4%
,,,,,,,3.38,3.38 % points,5,0%
,,,,,,,3.381,3.381 % points,3,0%
,,,,,,,3.382,3.382 % points,1,0%
